"z","N","resourcebiomass","sd","se","ci","replicate","fit","se.fit"
4.4,500,0.876922,0.0490949339655546,0.00219559219395687,0.0043137445140902,81,0.0710486829902366,0.00106755944285561
4.5,500,0.874468,0.0841941939839156,0.00376527882117678,0.0073977539652295,81,0.0727862046839955,0.0011475197823188
4.6,500,0.87297,0.0322754474642574,0.00144340189068605,0.00283589411763809,81,0.074201503233319,0.0011415091355605
4.7,500,0.888702,0.0860679998442766,0.00384907796678487,0.00756239660954537,81,0.0751732283054239,0.00107067804578133
4.8,500,0.869334,0.0612225026739951,0.00273795355463431,0.00537933781994925,81,0.0757074986276278,0.00109787337854027
4.9,500,0.874504,0.0604548390049815,0.00270362259167889,0.00531188676800982,81,0.0759235891361279,0.00140054290687634
5,500,0.887398,0.107369623581981,0.00480171554095748,0.0094340716504815,81,0.075990200889738,0.00193056198561375
0.1,500,0.87419,0.053796300839072,0.00240584371228388,0.00472683185164706,82,0.0315645010088809,0.000801908996543963
0.2,500,0.876258,0.0423995622826879,0.00189616606960652,0.00372545320714955,82,0.0268453485967675,0.000495209235859529
0.3,500,0.879152,0.0246154572875449,0.00110083671584386,0.0021628462502968,82,0.0230875780727236,0.000334804844969253
0.4,500,0.87754,0.0205958436961225,0.00092107413116981,0.00180966141678778,82,0.0203556287782324,0.000289921363392627
0.5,500,0.87383,0.0123314731666951,0.000551480245268898,0.0010835094464289,82,0.0186348915623315,0.00028667746651521
0.6,500,0.878556,0.0286269430386039,0.00128023581244665,0.00251531692810894,82,0.0178546459691353,0.000281489597442328
0.7,500,0.8766,0.0207118797777473,0.000926263422496923,0.00181985696997655,82,0.0179232849459454,0.000269310721687351
0.8,500,0.877192,0.0267362073894399,0.0011956795436664,0.00234918674164412,82,0.01873868360884,0.000262443045690363
0.9,500,0.8757,0.0189305766807811,0.000846601126229979,0.00166334211514732,82,0.0201721400506218,0.000277677653069234
1,500,0.880136,0.0143404602995583,0.000641324881168986,0.00126002984320439,82,0.0220435691042907,0.000317552959075939
1.1,500,0.87274,0.0390280254887061,0.00174538636040683,0.00342921188092032,82,0.0241149818428811,0.000363471088992404
1.2,500,0.874028,0.0216247653618232,0.00096708890693039,0.00190006799914429,82,0.0261244893789904,0.000394137755819425
1.3,500,0.871992,0.0296074507223529,0.00132408544911313,0.00260146959805169,82,0.027857331307994,0.000404608684883444
1.4,500,0.880494,0.0521697741481534,0.00233310322732165,0.00458391648292707,82,0.029217276029791,0.0004099998936883
1.5,500,0.883308,0.0333192659427835,0.00149008287216915,0.00292760961395808,82,0.0302536461702641,0.000428002154689939
1.6,500,0.870328,0.0244073729784961,0.00109153090264218,0.00214456284559241,82,0.0311288852836998,0.000456805524364483
1.7,500,0.875526,0.0401099856132084,0.00179377308815345,0.00352427870705784,82,0.0320501346044927,0.000480619096789309
1.8,500,0.882304,0.0364379339433525,0.00162955394513966,0.00320163253021584,82,0.033200581620996,0.000490919321343353
1.9,500,0.87491,0.0245553217786962,0.00109814737413091,0.00215756242159096,82,0.0346914230527737,0.000495995419844147
2,500,0.874416,0.0481499717919661,0.00215333220083067,0.00423071506353223,82,0.0365371228260873,0.000514461805996022
2.1,500,0.866294,0.0504244068444163,0.00225504802858441,0.00443055913984864,82,0.0386514943797005,0.000555516735642632
2.2,500,0.880772,0.03183354779994,0.00142363953691309,0.00279706644034525,82,0.0408667419571975,0.000605466744998868
2.3,500,0.88061,0.0551441715806724,0.00246612232434591,0.00484526301241328,82,0.0429790157575415,0.000641030882426184
2.4,500,0.877288,0.0406008610232796,0.0018157257038615,0.00356740965634849,82,0.0448138263481287,0.000652992956946802
2.5,500,0.862644,0.0294690705016712,0.00131789689750941,0.00258931076882823,82,0.0462883006261958,0.000655725996540721
2.6,500,0.872992,0.0134809275205242,0.000602885406712797,0.0011845066779662,82,0.0474412396966164,0.000672058679111758
2.7,500,0.881036,0.042785604119139,0.00191343038537579,0.00375937291575672,82,0.0484163522651623,0.000705486221698638
2.8,500,0.87377,0.0468196246728764,0.00209383726899156,0.00411382362233311,82,0.0494087821431057,0.000736930677880728
2.9,500,0.867066,0.054337895227138,0.00243006454964284,0.00477441924268055,82,0.0505999862482534,0.000749670942764838
3,500,0.87764,0.0302376426009059,0.00135226848669938,0.00265684164032472,82,0.0521031878945779,0.000748850550808
3.1,500,0.878934,0.0223304038896692,0.000998646021246519,0.00196206918913595,82,0.0539304821274306,0.000759369405346298
3.2,500,0.876194,0.0762570826172795,0.00341032040996109,0.00670035674213574,82,0.0559855406955244,0.00080044487423444
3.3,500,0.896504,0.0639624293529997,0.0028604868007867,0.00562008249003798,82,0.0580848757440401,0.000858870127822272
3.4,500,0.870964,0.0479836593762321,0.002145894483489,0.00421610196166919,82,0.0600084005531441,0.000899877134044055
3.5,500,0.87567,0.0427450040442329,0.00191161469482816,0.00375580557517285,82,0.061569859991353,0.000903516201175594
3.6,500,0.878042,0.0740440495823744,0.00331135056391108,0.00650590777677975,82,0.062683259544714,0.000886787992333516
3.7,500,0.87853,0.0661293223505965,0.0029573932016386,0.00581047734396653,82,0.0633961398604284,0.000889624706167696
3.8,500,0.87278,0.0599682915546539,0.00268186352821465,0.00526913609650126,82,0.0638738412644394,0.000927723859357062
3.9,500,0.875812,0.0629179624272114,0.00281377681986045,0.00552831001765969,82,0.0643432199972753,0.000970740210994129
4,500,0.867754,0.0472562778431732,0.00211336499241905,0.00415219031449018,82,0.0650211811372849,0.000980026427948252
4.1,500,0.882882,0.0768812430118953,0.00343823371138557,0.00675519882584392,82,0.0660529616335732,0.00095153889659413
4.2,500,0.87775,0.0706793792367944,0.00316087793161919,0.00621026977357659,82,0.0674740490000993,0.000928807529713908
4.3,500,0.882052,0.0865864175920383,0.00387226231327963,0.00760794757651446,82,0.0692003968921462,0.000969180295823646
4.4,500,0.895752,0.109028569438968,0.00487590585510176,0.00957983554120738,82,0.0710486829902366,0.00106755944285561
4.5,500,0.87854,0.04511952951758,0.00201780670228234,0.00396444413330607,82,0.0727862046839955,0.0011475197823188
4.6,500,0.883482,0.103468803329917,0.00462726555592502,0.00909132463763087,82,0.074201503233319,0.0011415091355605
4.7,500,0.884652,0.0887993781234431,0.00397122891687453,0.00780239017132359,82,0.0751732283054239,0.00107067804578133
4.8,500,0.889416,0.0971896218182701,0.00434645202186297,0.00853960203387204,82,0.0757074986276278,0.00109787337854027
4.9,500,0.884176,0.0745734229791664,0.00333502486192522,0.00655242136589913,82,0.0759235891361279,0.00140054290687634
5,500,0.872746,0.0749665355134795,0.00335260538891585,0.00658696234398667,82,0.075990200889738,0.00193056198561375
0.1,500,0.872188,0.0177917325602368,0.000795670468843717,0.0015632771556782,83,0.0315645010088809,0.000801908996543963
0.2,500,0.874244,0.0203100334543751,0.000908292308585552,0.00178454859428609,83,0.0268453485967675,0.000495209235859529
0.3,500,0.871708,0.0148349211582517,0.000663437843014013,0.00130347582926311,83,0.0230875780727236,0.000334804844969253
0.4,500,0.86755,0.0142111016751568,0.000635539787616233,0.00124866369987169,83,0.0203556287782324,0.000289921363392627
0.5,500,0.866366,0.0172624455989327,0.000772000036342113,0.00151677116124491,83,0.0186348915623315,0.00028667746651521
0.6,500,0.87798,0.0192752346117674,0.000862014697483375,0.00169362561160895,83,0.0178546459691353,0.000281489597442328
0.7,500,0.874042,0.0249253039611378,0.00111469348033898,0.00219007104276435,83,0.0179232849459454,0.000269310721687351
0.8,500,0.878638,0.020036213607152,0.000896046712745963,0.0017604893122299,83,0.01873868360884,0.000262443045690363
0.9,500,0.873484,0.0180863477781421,0.000808846061932559,0.00158916363066355,83,0.0201721400506218,0.000277677653069234
1,500,0.875276,0.0186214214999112,0.000832775286229551,0.00163617808094338,83,0.0220435691042907,0.000317552959075939
1.1,500,0.873592,0.0182895201986875,0.000817932208802413,0.00160701545046958,83,0.0241149818428811,0.000363471088992404
1.2,500,0.871328,0.0140761034870719,0.000629502485108292,0.00123680203419205,83,0.0261244893789904,0.000394137755819425
1.3,500,0.871686,0.0247082252861995,0.00110498542686642,0.00217099734477754,83,0.027857331307994,0.000404608684883444
1.4,500,0.87419,0.0189368187986374,0.000846880282226981,0.0016638905811393,83,0.029217276029791,0.0004099998936883
1.5,500,0.873756,0.0364976248163421,0.00163222340213248,0.00320687729082761,83,0.0302536461702641,0.000428002154689939
1.6,500,0.872552,0.0466990030919244,0.00208844290790031,0.00410322516255154,83,0.0311288852836998,0.000456805524364483
1.7,500,0.882264,0.0252832907982164,0.00113070313839414,0.00222152568848498,83,0.0320501346044927,0.000480619096789309
1.8,500,0.877498,0.0345723660310655,0.00154612321176934,0.00303771371625151,83,0.033200581620996,0.000490919321343353
1.9,500,0.871494,0.050735136465218,0.00226894427967911,0.00445786151279895,83,0.0346914230527737,0.000495995419844147
2,500,0.871802,0.0252998609072036,0.00113144417619593,0.002222981627234,83,0.0365371228260873,0.000514461805996022
2.1,500,0.879974,0.0194811795513882,0.000871224835175659,0.00171172103982802,83,0.0386514943797005,0.000555516735642632
2.2,500,0.883834,0.0598796592440402,0.00267789977078395,0.00526134838577842,83,0.0408667419571975,0.000605466744998868
2.3,500,0.877106,0.0673262237527816,0.00301092025959161,0.00591564352793993,83,0.0429790157575415,0.000641030882426184
2.4,500,0.877858,0.0413825914334457,0.0018506857506057,0.00363609668769713,83,0.0448138263481287,0.000652992956946802
2.5,500,0.877994,0.0398120580217584,0.00178044936121635,0.00349810118914702,83,0.0462883006261958,0.000655725996540721
2.6,500,0.874788,0.032488367827396,0.00145292397880149,0.00285460244402206,83,0.0474412396966164,0.000672058679111758
2.7,500,0.888296,0.0585743826309864,0.00261952602605937,0.00514665977385603,83,0.0484163522651623,0.000705486221698638
2.8,500,0.872292,0.0308579188915363,0.001380008085713,0.00271134244580099,83,0.0494087821431057,0.000736930677880728
2.9,500,0.87353,0.0386518438119079,0.00172856300438261,0.0033961585388845,83,0.0505999862482534,0.000749670942764838
3,500,0.883152,0.0621153243817183,0.00277788175523945,0.00545778592920741,83,0.0521031878945779,0.000748850550808
3.1,500,0.875942,0.0583295749566998,0.002608577894037,0.00512514965709526,83,0.0539304821274306,0.000759369405346298
3.2,500,0.878872,0.0513182105442789,0.00229502014521308,0.00450909353220897,83,0.0559855406955244,0.00080044487423444
3.3,500,0.882798,0.0732543349651225,0.00327603345257107,0.00643651921012525,83,0.0580848757440401,0.000858870127822272
3.4,500,0.880796,0.0627536327302387,0.00280642777239739,0.00551387112811326,83,0.0600084005531441,0.000899877134044055
3.5,500,0.888578,0.0789781426093324,0.0035320099122228,0.00693944368380397,83,0.061569859991353,0.000903516201175594
3.6,500,0.87541,0.0401889063846329,0.00179730253234829,0.00353121310980128,83,0.062683259544714,0.000886787992333516
3.7,500,0.877674,0.0704448484798903,0.00315038939731415,0.0061896626419591,83,0.0633961398604284,0.000889624706167696
3.8,500,0.88067,0.0535073000844245,0.00239291920562507,0.00470143869355048,83,0.0638738412644394,0.000927723859357062
3.9,500,0.872698,0.0362328640445901,0.00162038294046423,0.00318361398778512,83,0.0643432199972753,0.000970740210994129
4,500,0.871722,0.0389661576098767,0.0017426195447531,0.00342377583688601,83,0.0650211811372849,0.000980026427948252
4.1,500,0.872578,0.068760394849067,0.0030750583408448,0.00604165750125962,83,0.0660529616335732,0.00095153889659413
4.2,500,0.881472,0.0668470363481963,0.00298949034737932,0.00587353954957015,83,0.0674740490000993,0.000928807529713908
4.3,500,0.873362,0.0569513640902787,0.00254694243034407,0.00500405265005061,83,0.0692003968921462,0.000969180295823646
4.4,500,0.895004,0.106515233529988,0.00476350605624636,0.00935900035285508,83,0.0710486829902366,0.00106755944285561
4.5,500,0.880248,0.0602519966657074,0.00269455120649225,0.00529406395091665,83,0.0727862046839955,0.0011475197823188
4.6,500,0.863778,0.0288073678924295,0.00128830465720635,0.00253117002455963,83,0.074201503233319,0.0011415091355605
4.7,500,0.89252,0.0983259965787605,0.0043972722461104,0.00863945002210756,83,0.0751732283054239,0.00107067804578133
4.8,500,0.871516,0.0763036975021854,0.00341240509098935,0.00670445257622279,83,0.0757074986276278,0.00109787337854027
4.9,500,0.892012,0.0943429756267005,0.00421914613401816,0.00828948041437756,83,0.0759235891361279,0.00140054290687634
5,500,0.877542,0.0965014055781423,0.00431567405594007,0.0084791316596285,83,0.075990200889738,0.00193056198561375
0.1,500,0.874216,0.016571740680398,0.000741110773337369,0.00145608211835354,84,0.0315645010088809,0.000801908996543963
0.2,500,0.878828,0.0339014015352183,0.00151611676730528,0.00297875917289392,84,0.0268453485967675,0.000495209235859529
0.3,500,0.865982,0.014382607371043,0.000643209755506832,0.00126373311121428,84,0.0230875780727236,0.000334804844969253
0.4,500,0.873946,0.015290083626803,0.000683793327423761,0.00134346884775073,84,0.0203556287782324,0.000289921363392627
0.5,500,0.872264,0.020981103818314,0.00093830348761461,0.00184351243978268,84,0.0186348915623315,0.00028667746651521
0.6,500,0.873646,0.0116175133843034,0.000519550993136322,0.00102077710633177,84,0.0178546459691353,0.000281489597442328
0.7,500,0.875116,0.0243076174177779,0.00108706969834418,0.00213579778638894,84,0.0179232849459454,0.000269310721687351
0.8,500,0.881102,0.0149102725815766,0.00066680766110913,0.00131009660991687,84,0.01873868360884,0.000262443045690363
0.9,500,0.872162,0.0158832083855005,0.000710318673015478,0.00139558397384088,84,0.0201721400506218,0.000277677653069234
1,500,0.873232,0.0265802029785471,0.00118870281431547,0.00233547935643539,84,0.0220435691042907,0.000317552959075939
1.1,500,0.877354,0.033285078893611,0.00148855398085115,0.00292460575624999,84,0.0241149818428811,0.000363471088992404
1.2,500,0.875138,0.0183904151867619,0.000822444369840883,0.00161588062587873,84,0.0261244893789904,0.000394137755819425
1.3,500,0.877306,0.0188871865462081,0.000844660660420814,0.00165952962493984,84,0.027857331307994,0.000404608684883444
1.4,500,0.87874,0.0245829420957738,0.00109938259226183,0.00215998929095705,84,0.029217276029791,0.0004099998936883
1.5,500,0.883622,0.0215046976272646,0.000961719314602842,0.00188951820328074,84,0.0302536461702641,0.000428002154689939
1.6,500,0.871944,0.0392377888284277,0.00175476726214292,0.0034476428142752,84,0.0311288852836998,0.000456805524364483
1.7,500,0.874578,0.0353080335116659,0.00157902326167851,0.00310235341127302,84,0.0320501346044927,0.000480619096789309
1.8,500,0.873254,0.0345736917948989,0.00154618250173041,0.00303783020498061,84,0.033200581620996,0.000490919321343353
1.9,500,0.884104,0.0534014289061485,0.00238818450259541,0.00469213628335051,84,0.0346914230527737,0.000495995419844147
2,500,0.8847,0.0239246060269985,0.0010699409082254,0.0021021443490105,84,0.0365371228260873,0.000514461805996022
2.1,500,0.87007,0.0348629883388074,0.00155912023648712,0.00306324935270992,84,0.0386514943797005,0.000555516735642632
2.2,500,0.873544,0.0183524846106124,0.000820748062906963,0.00161254784178952,84,0.0408667419571975,0.000605466744998868
2.3,500,0.875332,0.0233828846507265,0.00104571439178122,0.00205454580011137,84,0.0429790157575415,0.000641030882426184
2.4,500,0.883908,0.0440348233485121,0.00196929716768936,0.0038691360249481,84,0.0448138263481287,0.000652992956946802
2.5,500,0.876474,0.0385011428401807,0.00172182345204147,0.00338291714231775,84,0.0462883006261958,0.000655725996540721
2.6,500,0.875378,0.061753332413144,0.00276169298225862,0.00542597937112795,84,0.0474412396966164,0.000672058679111758
2.7,500,0.88137,0.0662591401037969,0.00296319882805545,0.00582188382882081,84,0.0484163522651623,0.000705486221698638
2.8,500,0.877252,0.0656111434154333,0.00293421953516793,0.00576494736035467,84,0.0494087821431057,0.000736930677880728
2.9,500,0.886022,0.0752074053777106,0.00336337741671888,0.00660812646361184,84,0.0505999862482534,0.000749670942764838
3,500,0.87471,0.0324194376860513,0.00144984132916658,0.00284854587168224,84,0.0521031878945779,0.000748850550808
3.1,500,0.882254,0.0623717400102307,0.00278934901075638,0.0054803159831555,84,0.0539304821274306,0.000759369405346298
3.2,500,0.884054,0.0905759741774627,0.00405068070778144,0.00795849144008502,84,0.0559855406955244,0.00080044487423444
3.3,500,0.873492,0.0566569497582761,0.00253377582114591,0.00497818382597934,84,0.0580848757440401,0.000858870127822272
3.4,500,0.871252,0.0334057537674207,0.00149395072527145,0.00293520889862818,84,0.0600084005531441,0.000899877134044055
3.5,500,0.881944,0.0866005784297584,0.00387289560519484,0.00760919182375334,84,0.061569859991353,0.000903516201175594
3.6,500,0.893706,0.0482549546190915,0.00215802717558912,0.0042399394184301,84,0.062683259544714,0.000886787992333516
3.7,500,0.873966,0.0325795595335296,0.00145700219587947,0.00286261503697799,84,0.0633961398604284,0.000889624706167696
3.8,500,0.86815,0.0315969021971603,0.00141305642382526,0.00277627348701344,84,0.0638738412644394,0.000927723859357062
3.9,500,0.883384,0.0631169076560641,0.00282267392097073,0.00554579041370565,84,0.0643432199972753,0.000970740210994129
4,500,0.880148,0.0574027896230926,0.00256713079390709,0.00504371732129882,84,0.0650211811372849,0.000980026427948252
4.1,500,0.873856,0.047754289947782,0.00213563677080951,0.00419594833208348,84,0.0660529616335732,0.00095153889659413
4.2,500,0.877836,0.0778145443385826,0.00347997221558484,0.00683720369178009,84,0.0674740490000993,0.000928807529713908
4.3,500,0.87093,0.0618158515188297,0.00276448892166274,0.00543147263545064,84,0.0692003968921462,0.000969180295823646
4.4,500,0.874586,0.0421695048379342,0.00188587758790254,0.00370523912475709,84,0.0710486829902366,0.00106755944285561
4.5,500,0.883774,0.0458747415013494,0.00205158080894496,0.00403080111332046,84,0.0727862046839955,0.0011475197823188
4.6,500,0.861292,0.0405515424020143,0.00181352010806738,0.00356307625746715,84,0.074201503233319,0.0011415091355605
4.7,500,0.882476,0.0813267576324916,0.00363704316911802,0.00714580561065718,84,0.0751732283054239,0.00107067804578133
4.8,500,0.885246,0.0954631232455737,0.00426924065843086,0.00838790259881875,84,0.0757074986276278,0.00109787337854027
4.9,500,0.892012,0.115744743064617,0.00517626227061462,0.0101699546185372,84,0.0759235891361279,0.00140054290687634
5,500,0.90321,0.100864687926653,0.00451080597466596,0.00886251307546908,84,0.075990200889738,0.00193056198561375
0.1,500,0.870558,0.0264897347683247,0.00118465695295828,0.00232753033371504,85,0.0315645010088809,0.000801908996543963
0.2,500,0.874958,0.0280065880454563,0.00125249269374947,0.00246080920740692,85,0.0268453485967675,0.000495209235859529
0.3,500,0.875122,0.0182117118607174,0.000814452514144067,0.00160017879210266,85,0.0230875780727236,0.000334804844969253
0.4,500,0.873878,0.0210809850781155,0.000942770313346499,0.00185228854358254,85,0.0203556287782324,0.000289921363392627
0.5,500,0.87179,0.0109402595287824,0.000489263279956946,0.000961269946062449,85,0.0186348915623315,0.00028667746651521
0.6,500,0.873392,0.0145175705857221,0.00064924549395652,0.00127559170394269,85,0.0178546459691353,0.000281489597442328
0.7,500,0.876366,0.0321607317910939,0.00143827164982049,0.00282581458262667,85,0.0179232849459454,0.000269310721687351
0.8,500,0.871424,0.0166478384497838,0.000744513969043027,0.00146276847697973,85,0.01873868360884,0.000262443045690363
0.9,500,0.87042,0.0261504740796258,0.00116948475371779,0.00229772106794134,85,0.0201721400506218,0.000277677653069234
1,500,0.875374,0.0199739841816343,0.000893263728232795,0.00175502150076221,85,0.0220435691042907,0.000317552959075939
1.1,500,0.8776,0.029736787874722,0.0013298695824074,0.00261283385473634,85,0.0241149818428811,0.000363471088992404
1.2,500,0.873738,0.0238363104399733,0.00106599220953137,0.00209438622463018,85,0.0261244893789904,0.000394137755819425
1.3,500,0.8738,0.0223500122168241,0.000999522932295387,0.00196379208204694,85,0.027857331307994,0.000404608684883444
1.4,500,0.877422,0.0302959337734689,0.00135487534718616,0.0026619634157413,85,0.029217276029791,0.0004099998936883
1.5,500,0.876206,0.0342276295593268,0.00153070612806672,0.00300742331877764,85,0.0302536461702641,0.000428002154689939
1.6,500,0.87487,0.0136592184438567,0.000610858819199648,0.00120017227582558,85,0.0311288852836998,0.000456805524364483
1.7,500,0.873346,0.0230556155158267,0.00103107847112975,0.00202579017664326,85,0.0320501346044927,0.000480619096789309
1.8,500,0.873554,0.0369599670227755,0.00165289997418153,0.00324750115963724,85,0.033200581620996,0.000490919321343353
1.9,500,0.873934,0.0418654400926145,0.00187227939910062,0.00367852236355376,85,0.0346914230527737,0.000495995419844147
2,500,0.877298,0.0142713888981474,0.000638235914191868,0.00125396085899666,85,0.0365371228260873,0.000514461805996022
2.1,500,0.874042,0.0292392562184543,0.00130761929031994,0.00256911805191406,85,0.0386514943797005,0.000555516735642632
2.2,500,0.864076,0.0227211514992287,0.00101612078558693,0.00199640237223614,85,0.0408667419571975,0.000605466744998868
2.3,500,0.876626,0.068836407707347,0.00307845773921037,0.00604833639914012,85,0.0429790157575415,0.000641030882426184
2.4,500,0.876736,0.078048455634008,0.00349043304673036,0.00685775639418585,85,0.0448138263481287,0.000652992956946802
2.5,500,0.878694,0.0611785746810107,0.00273598903506575,0.00537547807061372,85,0.0462883006261958,0.000655725996540721
2.6,500,0.875538,0.0626023215010005,0.00279966092851068,0.00550057611104481,85,0.0474412396966164,0.000672058679111758
2.7,500,0.873512,0.0432822893241367,0.00193564282301166,0.00380301434482539,85,0.0484163522651623,0.000705486221698638
2.8,500,0.878164,0.0571110887386489,0.00255408553377283,0.00501808691529996,85,0.0494087821431057,0.000736930677880728
2.9,500,0.878788,0.0275424077460359,0.00123173391968306,0.00242002383387778,85,0.0505999862482534,0.000749670942764838
3,500,0.869834,0.0495728289968355,0.00221696430947794,0.00435573493760203,85,0.0521031878945779,0.000748850550808
3.1,500,0.87522,0.0707348459874887,0.00316335848012006,0.00621514338012202,85,0.0539304821274306,0.000759369405346298
3.2,500,0.873722,0.0583088720961936,0.00260765203396859,0.00512333059260691,85,0.0559855406955244,0.00080044487423444
3.3,500,0.874026,0.0608479932336402,0.00272120498329733,0.00534643140958643,85,0.0580848757440401,0.000858870127822272
3.4,500,0.88484,0.0714286111651765,0.0031943846020747,0.00627610131381468,85,0.0600084005531441,0.000899877134044055
3.5,500,0.876258,0.0285044635958963,0.00127475836525185,0.00250455522661772,85,0.061569859991353,0.000903516201175594
3.6,500,0.888706,0.0497522878296926,0.00222498995246656,0.00437150315426335,85,0.062683259544714,0.000886787992333516
3.7,500,0.878456,0.103465580347443,0.00462712141976699,0.0090910414490849,85,0.0633961398604284,0.000889624706167696
3.8,500,0.87646,0.0144836442894669,0.000647728263863494,0.00127261075738603,85,0.0638738412644394,0.000927723859357062
3.9,500,0.87476,0.069131039347043,0.00309163406670402,0.00607422431703217,85,0.0643432199972753,0.000970740210994129
4,500,0.883628,0.061823181959968,0.00276481674895654,0.00543211672736995,85,0.0650211811372849,0.000980026427948252
4.1,500,0.883158,0.0828471867277181,0.00370503882535592,0.00727939867492728,85,0.0660529616335732,0.00095153889659413
4.2,500,0.867918,0.0367386272124983,0.00164300135694339,0.00322805305541934,85,0.0674740490000993,0.000928807529713908
4.3,500,0.86572,0.0547564986855131,0.0024487850654137,0.00481119999023001,85,0.0692003968921462,0.000969180295823646
4.4,500,0.874466,0.0650926027892244,0.00291102969338197,0.00571938559662543,85,0.0710486829902366,0.00106755944285561
4.5,500,0.882148,0.0508955677208463,0.00227611898354513,0.00447195786435614,85,0.0727862046839955,0.0011475197823188
4.6,500,0.884282,0.0754143030878125,0.00337263016360242,0.00662630560736129,85,0.074201503233319,0.0011415091355605
4.7,500,0.88255,0.0563095465268556,0.00251823947632473,0.00494765911268064,85,0.0751732283054239,0.00107067804578133
4.8,500,0.877798,0.0442430569941134,0.0019786096594247,0.00388743255116385,85,0.0757074986276278,0.00109787337854027
4.9,500,0.882524,0.095246339322352,0.00425954578665581,0.00836885479930044,85,0.0759235891361279,0.00140054290687634
5,500,0.88297,0.0597305665565155,0.00267123214309888,0.00524824830169741,85,0.075990200889738,0.00193056198561375
0.1,500,0.871192,0.0414854821166743,0.00185528716184471,0.00364513721559844,86,0.0315645010088809,0.000801908996543963
0.2,500,0.876528,0.022746428643461,0.00101725121384254,0.00199862335785435,86,0.0268453485967675,0.000495209235859529
0.3,500,0.875962,0.035995609785746,0.0016097726074497,0.0031627675546633,86,0.0230875780727236,0.000334804844969253
0.4,500,0.874928,0.0236529435690139,0.00105779179376563,0.00207827462675693,86,0.0203556287782324,0.000289921363392627
0.5,500,0.870748,0.0163917624357939,0.000733061901549253,0.00144026826338714,86,0.0186348915623315,0.00028667746651521
0.6,500,0.874198,0.0230879384485408,0.00103252399662536,0.00202863024306993,86,0.0178546459691353,0.000281489597442328
0.7,500,0.87646,0.0149101651919791,0.000666802858500328,0.0013100871740902,86,0.0179232849459454,0.000269310721687351
0.8,500,0.879076,0.0219863827414176,0.000983260927782757,0.00193184164382461,86,0.01873868360884,0.000262443045690363
0.9,500,0.871534,0.0143133009879043,0.000640110279827376,0.0012576434802502,86,0.0201721400506218,0.000277677653069234
1,500,0.870718,0.0194099967012848,0.000868041441342392,0.00170546653240071,86,0.0220435691042907,0.000317552959075939
1.1,500,0.879552,0.0121585754887582,0.000543748026048522,0.00106831772806907,86,0.0241149818428811,0.000363471088992404
1.2,500,0.88456,0.0487019317513446,0.00217801660063124,0.00427921322931929,86,0.0261244893789904,0.000394137755819425
1.3,500,0.883904,0.047452061918959,0.00212212072246643,0.00416939295465382,86,0.027857331307994,0.000404608684883444
1.4,500,0.874666,0.05252901139443,0.00234916880537613,0.00461548099631392,86,0.029217276029791,0.0004099998936883
1.5,500,0.881372,0.0284348852890742,0.00127164672877557,0.00249844170297871,86,0.0302536461702641,0.000428002154689939
1.6,500,0.871718,0.0256301440606396,0.00114621488785405,0.00225200207855451,86,0.0311288852836998,0.000456805524364483
1.7,500,0.87842,0.0275054303255701,0.00123008023916718,0.00241677479916492,86,0.0320501346044927,0.000480619096789309
1.8,500,0.884412,0.0315561378446625,0.00141123338656038,0.00277269171211827,86,0.033200581620996,0.000490919321343353
1.9,500,0.88223,0.0769010314448028,0.00343911867700856,0.00675693754381341,86,0.0346914230527737,0.000495995419844147
2,500,0.8789,0.0293079496352721,0.00131069135331217,0.00257515382436585,86,0.0365371228260873,0.000514461805996022
2.1,500,0.886928,0.0842139584486752,0.00376616271491161,0.00739949057722882,86,0.0386514943797005,0.000555516735642632
2.2,500,0.868902,0.0470156286214418,0.00210260283204857,0.00413104558169978,86,0.0408667419571975,0.000605466744998868
2.3,500,0.869888,0.0247130922763567,0.00110520308528317,0.00217142498466612,86,0.0429790157575415,0.000641030882426184
2.4,500,0.878196,0.0674924591943144,0.00301835453454235,0.00593024986643632,86,0.0448138263481287,0.000652992956946802
2.5,500,0.878598,0.0278439034965259,0.00124521721954352,0.00244651486940112,86,0.0462883006261958,0.000655725996540721
2.6,500,0.870102,0.0599399130994092,0.00268059440511418,0.00526664261304499,86,0.0474412396966164,0.000672058679111758
2.7,500,0.869964,0.0584240141968159,0.00261280134524986,0.00513344759582457,86,0.0484163522651623,0.000705486221698638
2.8,500,0.88105,0.0279262466239379,0.00124889971615098,0.00245374997871802,86,0.0494087821431057,0.000736930677880728
2.9,500,0.891556,0.0840627143499886,0.00375939887319443,0.00738620145861109,86,0.0505999862482534,0.000749670942764838
3,500,0.87173,0.0583549114589575,0.00260971097686421,0.0051273758582283,86,0.0521031878945779,0.000748850550808
3.1,500,0.887056,0.0765865252881434,0.00342505353409591,0.00672930334414448,86,0.0539304821274306,0.000759369405346298
3.2,500,0.881448,0.044692304708981,0.00199870062800831,0.00392690586763347,86,0.0559855406955244,0.00080044487423444
3.3,500,0.874406,0.0544789967434455,0.00243637480128668,0.00478681717954972,86,0.0580848757440401,0.000858870127822272
3.4,500,0.883426,0.0669479243378485,0.00299400219543884,0.00588240411006035,86,0.0600084005531441,0.000899877134044055
3.5,500,0.875256,0.0554713674720431,0.00248075496944718,0.00487401220031164,86,0.061569859991353,0.000903516201175594
3.6,500,0.882218,0.0795944031576847,0.00355956992178214,0.00699359164460112,86,0.062683259544714,0.000886787992333516
